2019/1/2,3017.0674,3018.7759,2958.4883,2969.5353,6866302100,2969.5353
2019/1/3,2963.0186,3000.4413,2953.2548,2964.8421,7086710300,2964.8421
2019/1/4,2940.1916,3036.8147,2935.8295,3035.8741,10331897200,3035.8741
2019/1/7,3055.1535,3061.749,3035.9123,3054.303,10116435900,3054.303
2019/1/8,3049.8747,3055.51,3038.5339,3047.7035,8617058500,3047.7035
2019/1/9,3065.2307,3117.9614,3062.8474,3078.4759,10736435000,3078.4759
2019/1/10,3077.4817,3092.5411,3062.5721,3072.6864,8527175600,3072.6864
2019/1/11,3082.2615,3102.8333,3071.0264,3094.7782,7178642400,3094.7782
2019/1/14,3092.4984,3097.4064,3064.3827,3067.7845,6612170200,3067.7845
2019/1/15,3071.5185,3129.3708,3064.6705,3127.9904,8877296200,3127.9904
2019/1/16,3126.1347,3135.0117,3117.2926,3128.6517,8021434100,3128.6517
2019/1/17,3132.6285,3141.7099,3110.0608,3111.4168,8017487100,3111.4168
2019/1/18,3124.5025,3171.6864,3120.3458,3168.1739,10396383400,3168.1739
2019/1/21,3170.8773,3199.2134,3170.8773,3185.6364,9391502200,3185.6364
2019/1/22,3181.9494,3181.9494,3135.3378,3143.3171,7299052800,3143.3171
2019/1/23,3136.096,3157.6269,3131.8673,3141.0532,5987047800,3141.0532
2019/1/24,3146.6046,3165.6296,3125.3008,3158.7817,7293463600,3158.7817
2019/1/25,3165.1814,3203.1747,3164.4082,3184.4696,8396772900,3184.4696
2019/1/28,3203.1189,3228.8678,3174.7243,3183.7777,8262243100,3183.7777
2019/1/29,3177.261,3200.9898,3148.2345,3193.9698,7765833400,3193.9698
2019/1/30,3181.6551,3202.896,3167.8934,3168.4829,6374651700,3168.4829
2019/1/31,3182.6987,3216.0673,3178.0105,3201.6331,8624783900,3201.6331
2019/2/1,3225.7335,3247.4956,3207.7168,3247.3971,8201964100,3247.3971
2019/2/11,3239.8079,3307.0638,3239.8079,3306.4725,9881843400,3306.4725
2019/2/12,3306.3523,3335.3606,3298.6337,3330.3353,12223246200,3330.3353
2019/2/13,3337.7794,3405.5773,3329.1436,3397.0276,16382833200,3397.0276
2019/2/14,3392.8547,3415.3994,3381.9821,3402.1403,15112729000,3402.1403
2019/2/15,3391.242,3395.0294,3335.8705,3338.7047,14366860300,3338.7047
2019/2/18,3366.423,3445.7448,3366.423,3445.7448,18288608900,3445.7448
2019/2/19,3454.7216,3480.7938,3419.0731,3439.6078,17908378500,3439.6078
2019/2/20,3449.9321,3463.7735,3421.505,3451.9273,14739031100,3451.9273
2019/2/21,3450.1411,3500.2519,3431.631,3442.7056,18014328700,3442.7056
2019/2/22,3439.3781,3520.1182,3417.9784,3520.1182,18723797400,3520.1182
2019/2/25,3575.8528,3729.4831,3574.6885,3729.4831,34255712200,3729.4831
2019/2/26,3734.7059,3762.1128,3679.2705,3684.6935,35803869800,3684.6935
2019/2/27,3682.8116,3737.6317,3638.3334,3678.3921,28623600700,3678.3921
2019/2/28,3675.2642,3695.4646,3650.0537,3669.3703,18481022000,3669.3703
2019/3/1,3699.2157,3749.7143,3668.7653,3749.7143,20471100400,3749.7143
2019/3/4,3783.0367,3886.5797,3764.7764,3794.104,32349012600,3794.104
2019/3/5,3785.3762,3816.1621,3770.7858,3816.0132,23085316600,3816.0132
2019/3/6,3822.8588,3855.1556,3787.5225,3848.0903,31807737100,3848.0903
2019/3/7,3841.1456,3845.182,3778.8004,3808.8497,32984654800,3808.8497
2019/3/8,3721.4016,3774.5431,3656.1917,3657.579,31799007700,3657.579
2019/3/11,3663.9772,3731.9091,3650.8125,3729.9546,23091286500,3729.9546
2019/3/12,3758.3151,3804.72,3723.6785,3755.3519,27492638200,3755.3519
2019/3/13,3758.713,3763.0926,3708.8145,3724.1941,23368224800,3724.1941
2019/3/14,3710.2934,3747.819,3673.8509,3698.4858,19081723700,3698.4858
2019/3/15,3713.936,3782.2364,3713.936,3745.005,17517454400,3745.005
2019/3/18,3753.6436,3851.7479,3733.6781,3851.7479,21692806000,3851.7479
2019/3/19,3856.5885,3868.335,3815.2187,3833.9626,18172711000,3833.9626
2019/3/20,3825.3356,3855.1465,3790.5119,3835.4397,17563209000,3835.4397
2019/3/21,3840.2783,3864.0696,3823.4661,3836.8913,19631031000,3836.8913
2019/3/22,3838.1255,3845.5808,3786.5917,3833.8013,17135699300,3833.8013
2019/3/25,3776.4426,3807.1793,3741.6062,3742.8252,19858632900,3742.8252
2019/3/26,3766.5287,3770.843,3687.5472,3700.4388,17304657900,3700.4388
2019/3/27,3724.4058,3750.2642,3703.4508,3743.3878,13875845400,3743.3878
2019/3/28,3731.0612,3755.716,3710.0814,3728.3953,13327212900,3728.3953
2019/3/29,3739.7739,3876.379,3739.7739,3872.3412,21563910300,3872.3412
2019/4/1,3901.1698,3982.9091,3901.1698,3973.928,27138270400,3973.928
2019/4/2,3986.3443,3988.0975,3956.5059,3971.2852,22600034100,3971.2852
2019/4/3,3947.8697,4026.4972,3939.7837,4022.1566,23191736800,4022.1566
2019/4/4,4039.7415,4072.1138,4021.7055,4062.2309,26041093900,4062.2309
2019/4/8,4097.1027,4122.6034,4017.4887,4057.2286,26750557600,4057.2286
2019/4/9,4063.8139,4084.243,4038.2825,4075.4301,18295680800,4075.4301
2019/4/10,4062.4425,4115.378,4035.4741,4085.847,19468761300,4085.847
2019/4/11,4083.4618,4097.1249,3990.239,3997.5778,16904964100,3997.5778
2019/4/12,3986.7822,4006.9335,3961.464,3988.6168,13586211800,3988.6168
2019/4/15,4056.4919,4085.3882,3974.2264,3975.5244,18264557100,3975.5244
2019/4/16,3958.0963,4085.7891,3943.4879,4085.7891,20204196600,4085.7891
2019/4/17,4080.7172,4106.6158,4057.5032,4087.2398,18036711700,4087.2398
2019/4/18,4085.1148,4094.0533,4056.2356,4072.0753,14656212300,4072.0753
2019/4/19,4076.2953,4120.6356,4046.2042,4120.6078,15079491000,4120.6078
2019/4/22,4125.9717,4126.0907,4015.4748,4025.6109,18935374500,4025.6109
2019/4/23,4021.6277,4061.0858,4005.2832,4019.0053,15561165000,4019.0053
2019/4/24,4033.6292,4044.3375,3967.8058,4030.0887,14549869500,4030.0887
2019/4/25,4013.6027,4022.5631,3938.3251,3941.816,15972207100,3941.816
2019/4/26,3921.8909,3943.8331,3887.2525,3889.2748,14200806800,3889.2748
2019/4/29,3896.5824,3953.2288,3875.452,3900.3339,15387092700,3900.3339
2019/4/30,3887.1799,3923.1082,3885.147,3913.211,11623337600,3913.211
2019/5/6,3775.0765,3791.6119,3647.1405,3684.6168,19747288200,3684.6168
2019/5/7,3702.2656,3738.1767,3671.8341,3720.6684,13284765400,3720.6684
2019/5/8,3648.5489,3722.9325,3642.4981,3667.4574,11286735500,3667.4574
2019/5/9,3637.346,3656.8966,3584.8227,3599.7001,10103739400,3599.7001
2019/5/10,3643.0557,3732.9238,3589.2906,3730.4513,14800384700,3730.4513
